node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
YAP1	ANLN	4451342	4435644	9606.ENSP00000478927	9606.ENSP00000265748	0	0	0	0	0.132	0	0	0.355	0.416
NPTX1	VGF	4438332	4434091	9606.ENSP00000307549	9606.ENSP00000249330	0	0	0	0	0.113	0	0	0.367	0.415
TGFB2	HHIP	4442765	4437307	9606.ENSP00000355896	9606.ENSP00000296575	0	0	0	0	0	0	0	0.415	0.415
CHRM1	GABRA4	4438226	4435414	9606.ENSP00000306490	9606.ENSP00000264318	0	0	0	0	0.231	0	0	0.270	0.415
WLS	FZD7	4441660	4436663	9606.ENSP00000346829	9606.ENSP00000286201	0	0	0	0	0.064	0	0	0.400	0.415
MGAM	MT2A	4450229	4433922	9606.ENSP00000447378	9606.ENSP00000245185	0	0	0	0	0.061	0	0	0.403	0.415
AIF1L	ATP2B4	4443915	4442031	9606.ENSP00000361383	9606.ENSP00000350310	0	0	0	0	0	0.320	0	0.175	0.415
ARL4A	ACTN1	4446583	4446270	9606.ENSP00000379898	9606.ENSP00000377941	0	0	0	0	0.062	0.063	0	0.387	0.415
RPRM	SFRP1	4438959	4433131	9606.ENSP00000314946	9606.ENSP00000220772	0	0	0	0	0.065	0	0	0.400	0.415
SPHKAP	PALM2	4445984	4439634	9606.ENSP00000375909	9606.ENSP00000323805	0	0	0	0	0.069	0	0	0.398	0.415
RIMBP2	SLC32A1	4434922	4433019	9606.ENSP00000261655	9606.ENSP00000217420	0	0	0	0	0.255	0	0	0.246	0.415
APLNR	EDN1	4451129	4445200	9606.ENSP00000475344	9606.ENSP00000368683	0	0	0	0	0	0.157	0	0.335	0.415
NPY	GPR83	4447109	4433863	9606.ENSP00000384364	9606.ENSP00000243673	0	0	0	0	0.061	0	0	0.403	0.415
ZIC3	MDFI	4436728	4433498	9606.ENSP00000287538	9606.ENSP00000230321	0	0	0	0	0.062	0.185	0	0.296	0.415
KIF3A	FOXJ1	4447275	4439645	9606.ENSP00000385808	9606.ENSP00000323880	0	0	0	0	0.063	0.050	0	0.395	0.415
PPP1R14A	TTYH2	4437734	4435882	9606.ENSP00000301242	9606.ENSP00000269346	0	0	0	0	0.076	0	0	0.393	0.415
ABCG1	PCSK9	4442587	4437942	9606.ENSP00000354995	9606.ENSP00000303208	0	0	0	0	0.064	0	0	0.401	0.415
NPTX1	HIPK3	4438332	4438029	9606.ENSP00000307549	9606.ENSP00000304226	0	0	0	0	0	0	0	0.415	0.415
KLK10	ZMYND10	4438723	4433547	9606.ENSP00000311746	9606.ENSP00000231749	0	0	0	0	0.055	0	0	0.407	0.415
CAMKV	RAB3C	4449022	4436512	9606.ENSP00000419195	9606.ENSP00000282878	0	0	0	0	0.313	0	0	0.183	0.415
C1QC	FCGR1B	4444427	4443305	9606.ENSP00000363770	9606.ENSP00000358391	0	0	0	0	0.304	0	0	0.194	0.415
FOS	TRAF4	4438204	4435071	9606.ENSP00000306245	9606.ENSP00000262395	0	0	0	0	0	0.263	0	0.238	0.415
PAX6	CHL1	4448302	4434493	9606.ENSP00000404100	9606.ENSP00000256509	0	0.025	0	0	0.066	0	0	0.400	0.415
ITGB2	SLC15A3	4446737	4433400	9606.ENSP00000380948	9606.ENSP00000227880	0	0	0	0	0.410	0	0	0.049	0.415
KRT222	FSTL5	4446221	4438118	9606.ENSP00000377616	9606.ENSP00000305334	0	0	0	0	0.184	0	0	0.313	0.415
CKS2	PLK3	4444630	4443896	9606.ENSP00000364976	9606.ENSP00000361275	0	0	0	0	0.352	0	0	0.135	0.415
GABRA4	FAT2	4435414	4434953	9606.ENSP00000264318	9606.ENSP00000261800	0	0	0	0	0.135	0	0	0.352	0.415
PEX5L	GABRB2	4449077	4436144	9606.ENSP00000419975	9606.ENSP00000274547	0	0	0	0	0.201	0	0	0.297	0.415
EPHA5	PDZRN3	4451522	4435292	9606.ENSP00000480763	9606.ENSP00000263666	0	0	0	0	0.329	0.102	0	0.106	0.415
FRMPD4	KCNA4	4445436	4440030	9606.ENSP00000370057	9606.ENSP00000328511	0	0	0	0	0.224	0	0	0.277	0.415
GRIA3	GABRD	4451590	4445082	9606.ENSP00000481554	9606.ENSP00000367848	0	0	0	0	0.141	0	0	0.347	0.415
FCER1G	SLC15A3	4436828	4433400	9606.ENSP00000289902	9606.ENSP00000227880	0	0	0	0	0.274	0	0	0.227	0.415
SERPINA5	CP	4440432	4435459	9606.ENSP00000333203	9606.ENSP00000264613	0	0	0	0	0.121	0	0	0.360	0.414
ENKUR	TCP11L2	4440224	4437533	9606.ENSP00000331044	9606.ENSP00000299045	0	0	0	0	0	0	0	0.414	0.414
RGS7BP	CHRM1	4440603	4438226	9606.ENSP00000334851	9606.ENSP00000306490	0	0	0	0	0.353	0	0	0.130	0.414
RC3H1	IER3	4442940	4434731	9606.ENSP00000356669	9606.ENSP00000259874	0	0	0	0	0	0	0	0.414	0.414
NETO2	SYT2	4450495	4442848	9606.ENSP00000455169	9606.ENSP00000356236	0	0	0	0	0	0	0	0.414	0.414
MBP	PRKCB	4446738	4438120	9606.ENSP00000380958	9606.ENSP00000305355	0	0	0	0	0.127	0.326	0	0.083	0.414
NRXN3	LINGO2	4450365	4445302	9606.ENSP00000451648	9606.ENSP00000369328	0	0	0	0	0.082	0	0	0.388	0.414
IL21R	CCL2	4440838	4433339	9606.ENSP00000338010	9606.ENSP00000225831	0	0	0	0	0.241	0	0	0.260	0.414
NEFM	CHGA	4433145	4432969	9606.ENSP00000221166	9606.ENSP00000216492	0	0	0	0	0.348	0	0	0.139	0.414
AQP4	ADAM12	4445746	4443148	9606.ENSP00000372654	9606.ENSP00000357668	0	0	0	0	0	0	0	0.414	0.414
SHC3	ITGB8	4444636	4433239	9606.ENSP00000364995	9606.ENSP00000222573	0	0	0	0	0.061	0.376	0	0.081	0.414
CD44	APOE	4448037	4434227	9606.ENSP00000398632	9606.ENSP00000252486	0	0	0	0	0	0	0	0.415	0.414
CALML4	PCP4	4449008	4440099	9606.ENSP00000419081	9606.ENSP00000329403	0	0	0	0	0	0	0	0.414	0.414
CCL2	CD74	4433339	4432583	9606.ENSP00000225831	9606.ENSP00000009530	0	0	0	0	0.049	0	0	0.410	0.414
ZFP36	SH3KBP1	4450924	4446733	9606.ENSP00000469647	9606.ENSP00000380921	0	0	0	0	0.062	0.320	0	0.155	0.414
SRC	ZHX2	4444215	4438948	9606.ENSP00000362680	9606.ENSP00000314709	0	0	0	0	0	0	0	0.414	0.414
CTNNA2	NEGR1	4447148	4442041	9606.ENSP00000384638	9606.ENSP00000350364	0	0	0	0	0.119	0.131	0	0.296	0.414
ICAM1	MICB	4435501	4434214	9606.ENSP00000264832	9606.ENSP00000252229	0	0	0	0	0.065	0	0	0.399	0.414
MDGA1	LRFN5	4448238	4437459	9606.ENSP00000402584	9606.ENSP00000298119	0	0	0	0	0.098	0	0	0.377	0.414
EPHA5	CDH9	4451522	4433519	9606.ENSP00000480763	9606.ENSP00000231021	0	0	0	0	0.079	0.056	0	0.380	0.414
EDN1	COL18A1	4445200	4441742	9606.ENSP00000368683	9606.ENSP00000347665	0	0	0	0	0.065	0	0	0.399	0.414
FZD7	CDH1	4436663	4434944	9606.ENSP00000286201	9606.ENSP00000261769	0	0	0	0	0.061	0.063	0	0.387	0.414
CALY	CACNG3	4434263	4432560	9606.ENSP00000252939	9606.ENSP00000005284	0	0	0	0	0.384	0	0	0.088	0.414
SFRP4	SFRP2	4448564	4436112	9606.ENSP00000410715	9606.ENSP00000274063	0	0	0	0.636	0.169	0	0	0.819	0.414
AQP1	CDH1	4438660	4434944	9606.ENSP00000311165	9606.ENSP00000261769	0	0	0	0	0	0	0	0.415	0.414
LRRTM4	KIAA1549L	4447364	4438984	9606.ENSP00000386357	9606.ENSP00000315295	0	0	0	0	0.064	0	0	0.400	0.414
FGFR2	SOX6	4448546	4446535	9606.ENSP00000410294	9606.ENSP00000379644	0	0	0	0	0.087	0	0	0.385	0.414
IL21R	SART1	4440838	4438591	9606.ENSP00000338010	9606.ENSP00000310448	0	0	0	0	0	0	0	0.415	0.414
CAMK2A	EGR1	4446806	4433758	9606.ENSP00000381412	9606.ENSP00000239938	0	0	0	0	0	0	0	0.414	0.414
SULT4A1	CHRM1	4440370	4438226	9606.ENSP00000332565	9606.ENSP00000306490	0	0	0	0	0.314	0	0	0.180	0.414
MAFG	USH2A	4442042	4438177	9606.ENSP00000350369	9606.ENSP00000305941	0	0	0	0	0	0	0	0.415	0.414
EOMES	TOX	4447558	4442553	9606.ENSP00000388620	9606.ENSP00000354842	0	0	0	0	0	0.050	0	0.408	0.414
PNMA2	MOG	4449500	4444794	9606.ENSP00000429344	9606.ENSP00000366095	0	0	0	0	0.125	0	0	0.358	0.414
CDCA7L	MAPK14	4447060	4433482	9606.ENSP00000383986	9606.ENSP00000229795	0	0	0	0	0	0	0	0.414	0.414
GLRB	SNAP25	4435432	4434401	9606.ENSP00000264428	9606.ENSP00000254976	0	0	0	0	0.310	0	0	0.186	0.414
GRM8	GABRA4	4441396	4435414	9606.ENSP00000344173	9606.ENSP00000264318	0	0	0	0	0.097	0	0	0.378	0.414
UCHL1	TNFRSF1A	4436586	4432688	9606.ENSP00000284440	9606.ENSP00000162749	0	0	0	0	0.064	0.361	0	0.099	0.414
CNDP1	TTR	4442175	4433675	9606.ENSP00000351682	9606.ENSP00000237014	0.154	0	0	0	0.095	0	0	0.296	0.414
GFRA1	CHL1	4441735	4434493	9606.ENSP00000347591	9606.ENSP00000256509	0	0	0	0	0.065	0	0	0.399	0.414
CKS2	MYBL2	4444630	4432993	9606.ENSP00000364976	9606.ENSP00000217026	0	0	0	0	0.359	0	0	0.123	0.414
NTN4	SEMA3A	4441104	4435593	9606.ENSP00000340998	9606.ENSP00000265362	0	0	0	0	0.063	0	0	0.399	0.413
KCNQ3	PLEC	4445817	4439640	9606.ENSP00000373648	9606.ENSP00000323856	0	0	0	0	0.190	0.290	0	0.062	0.413
COL11A1	SERPINF1	4443457	4434379	9606.ENSP00000359114	9606.ENSP00000254722	0	0	0	0	0.085	0.185	0	0.276	0.413
KCNS3	PLEC	4447294	4439640	9606.ENSP00000385968	9606.ENSP00000323856	0	0	0	0	0.190	0.290	0	0.062	0.413
GFRA1	FGF2	4441735	4435443	9606.ENSP00000347591	9606.ENSP00000264498	0	0	0	0	0.066	0	0	0.398	0.413
KCNC2	PLEC	4450280	4439640	9606.ENSP00000449253	9606.ENSP00000323856	0	0	0	0	0.190	0.290	0	0.062	0.413
HTR7	CALB2	4440833	4438327	9606.ENSP00000337949	9606.ENSP00000307508	0	0	0	0	0.062	0	0	0.400	0.413
GABRA1	CBLN4	4447776	4432644	9606.ENSP00000393097	9606.ENSP00000064571	0	0	0	0	0.362	0	0	0.117	0.413
PLEC	KCNF1	4439640	4437114	9606.ENSP00000323856	9606.ENSP00000295082	0	0	0	0	0.190	0.290	0	0.062	0.413
PLK3	IER3	4443896	4434731	9606.ENSP00000361275	9606.ENSP00000259874	0	0	0	0	0.079	0	0	0.389	0.413
KCNA4	LIN7B	4440030	4433159	9606.ENSP00000328511	9606.ENSP00000221459	0	0	0	0	0.064	0	0	0.398	0.413
SYTL4	CHGA	4444071	4432969	9606.ENSP00000362080	9606.ENSP00000216492	0	0	0	0	0	0.358	0	0.123	0.413
KCNA3	PLEC	4443386	4439640	9606.ENSP00000358784	9606.ENSP00000323856	0	0	0	0	0.190	0.290	0	0.062	0.413
PACSIN1	MAG	4451827	4445997	9606.ENSP00000484060	9606.ENSP00000376048	0	0	0	0	0.405	0	0	0.054	0.413
KCNQ5	PLEC	4441485	4439640	9606.ENSP00000345055	9606.ENSP00000323856	0	0	0	0	0.190	0.290	0	0.062	0.413
PLP1	STMN2	4451549	4449495	9606.ENSP00000481006	9606.ENSP00000429243	0	0	0	0	0.301	0	0	0.194	0.413
VSNL1	APOE	4447156	4434227	9606.ENSP00000384719	9606.ENSP00000252486	0	0	0	0	0.084	0	0	0.386	0.413
SLC16A3	PFKP	4450722	4445499	9606.ENSP00000463978	9606.ENSP00000370517	0	0	0	0	0.061	0	0	0.401	0.413
CCK	CALY	4446515	4434263	9606.ENSP00000379472	9606.ENSP00000252939	0	0	0	0	0.413	0	0	0	0.413
FGFR2	PAX6	4448546	4448302	9606.ENSP00000410294	9606.ENSP00000404100	0	0	0	0	0	0.050	0	0.408	0.413
KCNQ5	CALB2	4441485	4438327	9606.ENSP00000345055	9606.ENSP00000307508	0	0	0	0	0.061	0.308	0	0.169	0.413
KCNV1	PLEC	4449765	4439640	9606.ENSP00000435954	9606.ENSP00000323856	0	0	0	0	0.190	0.290	0	0.062	0.413
CNDP1	WLS	4442175	4441660	9606.ENSP00000351682	9606.ENSP00000346829	0	0	0	0	0	0	0	0.413	0.413
FLNA	CORO2A	4443409	4441365	9606.ENSP00000358866	9606.ENSP00000343746	0	0	0	0	0.063	0.358	0	0.103	0.413
PLEC	KCNS1	4439640	4438345	9606.ENSP00000323856	9606.ENSP00000307694	0	0	0	0	0.190	0.290	0	0.062	0.413
BCL11B	OTX2	4441965	4441368	9606.ENSP00000349723	9606.ENSP00000343819	0	0	0	0	0	0.064	0	0.399	0.413
KCND2	CALB2	4440459	4438327	9606.ENSP00000333496	9606.ENSP00000307508	0	0	0	0	0.157	0.185	0	0.214	0.413
ITGB2	CCL2	4446737	4433339	9606.ENSP00000380948	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.400	0.413
PLEC	KCNG3	4439640	4438022	9606.ENSP00000323856	9606.ENSP00000304127	0	0	0	0	0.190	0.290	0	0.062	0.413
KCNA4	PLEC	4440030	4439640	9606.ENSP00000328511	9606.ENSP00000323856	0	0	0	0	0.190	0.290	0	0.062	0.413
SREBF1	MAPK14	4441794	4433482	9606.ENSP00000348069	9606.ENSP00000229795	0	0	0	0	0	0.064	0	0.398	0.413
CNDP1	FAM69C	4442175	4441414	9606.ENSP00000351682	9606.ENSP00000344331	0	0	0	0	0.088	0	0	0.383	0.413
PLEC	KCNS2	4439640	4436706	9606.ENSP00000323856	9606.ENSP00000287042	0	0	0	0	0.190	0.290	0	0.062	0.413
PAX3	ZIC3	4445987	4436728	9606.ENSP00000375921	9606.ENSP00000287538	0	0	0	0	0.067	0.058	0	0.385	0.413
RORB	PER1	4444793	4438930	9606.ENSP00000366093	9606.ENSP00000314420	0	0	0	0	0.061	0	0	0.400	0.413
AQP4	CALB1	4445746	4435604	9606.ENSP00000372654	9606.ENSP00000265431	0	0	0	0	0.108	0.166	0	0.273	0.413
CCK	CBLN4	4446515	4432644	9606.ENSP00000379472	9606.ENSP00000064571	0	0	0	0	0.413	0	0	0	0.413
NGEF	OPRD1	4435368	4433642	9606.ENSP00000264051	9606.ENSP00000234961	0	0	0	0	0.061	0	0	0.400	0.413
STMN2	INA	4449495	4443408	9606.ENSP00000429243	9606.ENSP00000358865	0	0	0	0	0.364	0	0	0.116	0.413
KCND2	PLEC	4440459	4439640	9606.ENSP00000333496	9606.ENSP00000323856	0	0	0	0	0.190	0.290	0	0.062	0.413
CPLX1	PVALB	4438141	4432927	9606.ENSP00000305613	9606.ENSP00000216200	0	0	0	0	0.232	0	0	0.267	0.413
PRKAR1B	BBOX1	4447267	4435209	9606.ENSP00000385749	9606.ENSP00000263182	0	0	0	0	0.063	0	0	0.400	0.413
NRXN3	KHDRBS2	4450365	4436416	9606.ENSP00000451648	9606.ENSP00000281156	0	0	0	0	0.065	0	0	0.398	0.413
PLEKHH2	EFNB3	4436490	4433353	9606.ENSP00000282406	9606.ENSP00000226091	0	0	0	0	0.055	0	0	0.405	0.413
LY6H	CBLN4	4448073	4432644	9606.ENSP00000399485	9606.ENSP00000064571	0	0	0	0	0.413	0	0	0	0.413
HOPX	EPC1	4450314	4435186	9606.ENSP00000450527	9606.ENSP00000263062	0	0	0	0	0	0.379	0	0.095	0.413
ADM	LGALS3	4449788	4434352	9606.ENSP00000436607	9606.ENSP00000254301	0	0	0	0	0.088	0	0	0.383	0.413
KCNQ3	CALB2	4445817	4438327	9606.ENSP00000373648	9606.ENSP00000307508	0	0	0	0	0.145	0.308	0	0.086	0.412
MT1H	LPL	4440195	4438536	9606.ENSP00000330587	9606.ENSP00000309757	0	0	0	0	0	0	0	0.413	0.412
GABRD	NPTX1	4445082	4438332	9606.ENSP00000367848	9606.ENSP00000307549	0	0	0	0	0.215	0	0	0.281	0.412
ITPR1	LYZ	4438205	4434847	9606.ENSP00000306253	9606.ENSP00000261267	0	0	0	0	0	0	0	0.413	0.412
GABRD	CBLN4	4445082	4432644	9606.ENSP00000367848	9606.ENSP00000064571	0	0	0	0	0.412	0	0	0	0.412
SIRT3	PRKCE	4445717	4438196	9606.ENSP00000372191	9606.ENSP00000306124	0	0	0	0	0	0	0	0.413	0.412
CYP1A1	CXCL8	4445265	4438229	9606.ENSP00000369050	9606.ENSP00000306512	0	0	0	0	0	0	0	0.413	0.412
WNT10B	FGF2	4437717	4435443	9606.ENSP00000301061	9606.ENSP00000264498	0	0	0	0	0	0.164	0	0.326	0.412
BAK1	IGFBP1	4444397	4436188	9606.ENSP00000363591	9606.ENSP00000275525	0	0	0	0	0	0	0	0.412	0.412
CENPF	STX4	4442771	4439148	9606.ENSP00000355922	9606.ENSP00000317714	0	0	0	0	0	0.265	0	0.233	0.412
CAMK2A	CPLX1	4446806	4438141	9606.ENSP00000381412	9606.ENSP00000305613	0	0	0	0	0.290	0	0	0.206	0.412
KCNIP4	GABRA6	4445656	4436143	9606.ENSP00000371587	9606.ENSP00000274545	0	0	0	0	0.229	0	0	0.268	0.412
CNTNAP2	CHL1	4442541	4434493	9606.ENSP00000354778	9606.ENSP00000256509	0	0	0	0	0.143	0.132	0	0.273	0.412
MKL2	ICAM1	4440921	4435501	9606.ENSP00000339086	9606.ENSP00000264832	0	0	0	0	0	0	0	0.412	0.412
LHX2	RGS1	4444226	4442888	9606.ENSP00000362717	9606.ENSP00000356429	0	0	0	0	0	0	0	0.412	0.412
DPP10	SORCS1	4446113	4435184	9606.ENSP00000376855	9606.ENSP00000263054	0	0	0	0	0.109	0	0	0.366	0.412
EZR	MAPK14	4442801	4433482	9606.ENSP00000356042	9606.ENSP00000229795	0	0	0	0	0	0.264	0	0.234	0.412
HS3ST2	CACNG3	4434864	4432560	9606.ENSP00000261374	9606.ENSP00000005284	0	0	0	0	0.131	0	0	0.351	0.412
PRMT8	SUV420H2	4445708	4434439	9606.ENSP00000372067	9606.ENSP00000255613	0	0	0	0	0.062	0	0	0.399	0.412
ANGPTL4	CCL2	4437761	4433339	9606.ENSP00000301455	9606.ENSP00000225831	0	0	0	0	0.065	0	0	0.397	0.412
GABRG2	CHRM1	4448565	4438226	9606.ENSP00000410732	9606.ENSP00000306490	0	0	0	0	0.358	0	0	0.121	0.412
CXCL14	ITPR1	4440759	4438205	9606.ENSP00000337065	9606.ENSP00000306253	0	0	0	0	0	0	0	0.412	0.412
HSPA1A	PPP1R3C	4444600	4433728	9606.ENSP00000364802	9606.ENSP00000238994	0	0	0	0	0.073	0	0	0.391	0.412
CKS2	CLTA	4444630	4433816	9606.ENSP00000364976	9606.ENSP00000242285	0	0	0	0	0	0	0	0.412	0.412
CCK	CHGB	4446515	4445138	9606.ENSP00000379472	9606.ENSP00000368244	0	0	0	0	0.230	0	0	0.267	0.412
ERC1	TENM2	4450870	4449503	9606.ENSP00000468263	9606.ENSP00000429430	0	0	0	0	0.061	0	0	0.400	0.412
INA	ELAVL4	4443408	4441947	9606.ENSP00000358865	9606.ENSP00000349594	0	0	0	0	0.280	0	0	0.217	0.412
MGAM	HTR7	4450229	4440833	9606.ENSP00000447378	9606.ENSP00000337949	0	0	0	0	0	0	0	0.412	0.412
TTYH1	SERPINF1	4444743	4434379	9606.ENSP00000365714	9606.ENSP00000254722	0	0	0	0	0	0	0	0.412	0.412
MBP	CCL2	4446738	4433339	9606.ENSP00000380958	9606.ENSP00000225831	0	0	0	0	0	0	0	0.413	0.412
GADD45G	MAPK14	4434230	4433482	9606.ENSP00000252506	9606.ENSP00000229795	0	0	0	0	0	0	0	0.413	0.412
MT1X	LPL	4446278	4438536	9606.ENSP00000377995	9606.ENSP00000309757	0	0	0	0	0	0	0	0.413	0.412
SLC32A1	CBLN4	4433019	4432644	9606.ENSP00000217420	9606.ENSP00000064571	0	0	0	0	0.378	0	0	0.093	0.412
GPC4	SFRP2	4443623	4436112	9606.ENSP00000359864	9606.ENSP00000274063	0	0	0	0	0.189	0.087	0	0.270	0.412
EOMES	STAT1	4447558	4442456	9606.ENSP00000388620	9606.ENSP00000354394	0	0	0	0	0	0.126	0	0.355	0.412
FGF2	TNFRSF1A	4435443	4432688	9606.ENSP00000264498	9606.ENSP00000162749	0	0	0	0	0.061	0	0	0.400	0.412
APOD	TTR	4441496	4433675	9606.ENSP00000345179	9606.ENSP00000237014	0	0	0	0	0.073	0	0	0.392	0.412
PTPRN	CPT1A	4437181	4435626	9606.ENSP00000295718	9606.ENSP00000265641	0	0	0	0	0	0	0	0.413	0.412
CEBPB	SLC7A11	4438125	4436386	9606.ENSP00000305422	9606.ENSP00000280612	0	0	0	0	0	0	0	0.413	0.412
MDH1	SLC14A1	4449851	4447665	9606.ENSP00000438144	9606.ENSP00000390637	0	0	0	0	0	0	0	0.412	0.412
KCNQ5	PVALB	4441485	4432927	9606.ENSP00000345055	9606.ENSP00000216200	0	0	0	0	0.091	0.308	0	0.141	0.412
ATP1A2	ATP2B4	4442474	4442031	9606.ENSP00000354490	9606.ENSP00000350310	0	0	0.446	0.641	0.088	0.185	0	0.323	0.411
CXCL8	IL1RL1	4438229	4433610	9606.ENSP00000306512	9606.ENSP00000233954	0	0	0	0	0.063	0	0	0.398	0.411
FCGR1B	IGFBP4	4443305	4435901	9606.ENSP00000358391	9606.ENSP00000269593	0	0	0	0	0.062	0	0	0.398	0.411
SYNPR	PCP4	4449001	4440099	9606.ENSP00000418994	9606.ENSP00000329403	0	0	0	0	0.290	0	0	0.205	0.411
GABRA1	CPLX1	4447776	4438141	9606.ENSP00000393097	9606.ENSP00000305613	0	0	0	0	0.231	0	0	0.266	0.411
PEX5L	TTC9B	4449077	4438725	9606.ENSP00000419975	9606.ENSP00000311760	0	0	0	0	0.159	0	0	0.328	0.411
CAMK2A	ITPR1	4446806	4438205	9606.ENSP00000381412	9606.ENSP00000306253	0	0	0	0	0.096	0	0	0.375	0.411
SLC16A10	SLC1A2	4443207	4436284	9606.ENSP00000357844	9606.ENSP00000278379	0	0	0	0	0	0	0	0.411	0.411
C2orf40	CBLN1	4433699	4433067	9606.ENSP00000238044	9606.ENSP00000219197	0	0	0	0	0	0	0	0.411	0.411
TMEM130	PRMT8	4448683	4445708	9606.ENSP00000413163	9606.ENSP00000372067	0	0	0	0	0.157	0	0	0.329	0.411
LMF1	APOE	4435051	4434227	9606.ENSP00000262301	9606.ENSP00000252486	0	0	0	0	0.061	0	0	0.399	0.411
MUC1	CEBPB	4451890	4438125	9606.ENSP00000484824	9606.ENSP00000305422	0	0	0	0	0.076	0.379	0	0.056	0.411
CYR61	EDN1	4448043	4445200	9606.ENSP00000398736	9606.ENSP00000368683	0	0	0	0	0.102	0	0	0.371	0.411
LHX2	SFRP2	4444226	4436112	9606.ENSP00000362717	9606.ENSP00000274063	0	0	0	0	0	0.157	0	0.330	0.411
MYB	ITPR1	4441013	4438205	9606.ENSP00000339992	9606.ENSP00000306253	0	0	0	0	0.056	0	0	0.401	0.411
MAP2K4	HSPB1	4448551	4434059	9606.ENSP00000410402	9606.ENSP00000248553	0	0	0	0	0	0	0	0.411	0.411
GABRG2	FGF14	4448565	4444682	9606.ENSP00000410732	9606.ENSP00000365301	0	0	0	0	0.214	0	0	0.281	0.411
SYT16	CHGA	4451317	4432969	9606.ENSP00000478637	9606.ENSP00000216492	0	0	0	0	0.120	0.358	0	0	0.411
NWD1	DNAH9	4449458	4435084	9606.ENSP00000428579	9606.ENSP00000262442	0	0	0	0	0.069	0	0	0.393	0.411
PAX6	PCSK1	4448302	4438382	9606.ENSP00000404100	9606.ENSP00000308024	0	0	0	0	0.076	0.050	0	0.383	0.411
KCNC2	SV2C	4450280	4449252	9606.ENSP00000449253	9606.ENSP00000423541	0	0	0	0	0.132	0	0	0.349	0.411
NEFL	THY1	4451641	4436571	9606.ENSP00000482169	9606.ENSP00000284240	0	0	0	0	0.126	0	0	0.354	0.411
RIT2	CPLX1	4439475	4438141	9606.ENSP00000321805	9606.ENSP00000305613	0	0	0	0	0.308	0	0	0.184	0.411
HSPA1A	SOX9	4444600	4433933	9606.ENSP00000364802	9606.ENSP00000245479	0	0	0	0	0	0.386	0	0.080	0.411
LCAT	LMF1	4435353	4435051	9606.ENSP00000264005	9606.ENSP00000262301	0	0	0	0	0.163	0	0	0.325	0.411
AQP4	ZIC3	4445746	4436728	9606.ENSP00000372654	9606.ENSP00000287538	0	0	0	0	0.096	0.080	0	0.348	0.411
IGFALS	ENOSF1	4448841	4441572	9606.ENSP00000416683	9606.ENSP00000345974	0	0	0	0	0	0	0	0.411	0.411
PAX6	DHH	4448302	4435735	9606.ENSP00000404100	9606.ENSP00000266991	0	0	0	0	0.061	0.185	0	0.292	0.411
CPLX1	KCNF1	4438141	4437114	9606.ENSP00000305613	9606.ENSP00000295082	0	0	0	0	0.314	0	0	0.176	0.411
GABRA1	MOG	4447776	4444794	9606.ENSP00000393097	9606.ENSP00000366095	0	0	0	0	0.349	0	0	0.132	0.411
EFHD2	ALDH4A1	4444658	4444540	9606.ENSP00000365147	9606.ENSP00000364490	0	0	0	0	0.085	0	0	0.382	0.410
PCDH7	KIT	4450002	4436763	9606.ENSP00000441802	9606.ENSP00000288135	0	0	0	0	0.063	0.050	0	0.391	0.410
PLEKHJ1	GABRA1	4450758	4447776	9606.ENSP00000464955	9606.ENSP00000393097	0	0	0	0	0	0	0	0.410	0.410
GABRA6	SYT1	4436143	4434836	9606.ENSP00000274545	9606.ENSP00000261205	0	0	0	0	0.312	0	0	0.177	0.410
MAG	COL9A2	4445997	4444014	9606.ENSP00000376048	9606.ENSP00000361834	0	0	0	0	0.135	0.336	0	0.056	0.410
CTNNA3	KCNMA1	4447623	4436684	9606.ENSP00000389714	9606.ENSP00000286628	0	0	0	0	0.099	0.268	0	0.177	0.410
SNAI2	BMP7	4446599	4446466	9606.ENSP00000380034	9606.ENSP00000379204	0	0	0	0	0	0	0	0.410	0.410
KCNC2	SST	4450280	4436733	9606.ENSP00000449253	9606.ENSP00000287641	0	0	0	0	0.172	0	0	0.316	0.410
SYNPR	SOHLH1	4449001	4448323	9606.ENSP00000418994	9606.ENSP00000404438	0	0	0	0	0.411	0	0	0	0.410
PIPOX	SORD	4439149	4435781	9606.ENSP00000317721	9606.ENSP00000267814	0.168	0	0	0	0.082	0	0	0.290	0.410
COL18A1	MYBL2	4441742	4432993	9606.ENSP00000347665	9606.ENSP00000217026	0	0	0	0	0	0	0	0.410	0.410
MGAM	PDP1	4450229	4446519	9606.ENSP00000447378	9606.ENSP00000379503	0	0	0	0	0	0	0	0.410	0.410
RANBP3L	SPAG6	4449190	4444756	9606.ENSP00000421853	9606.ENSP00000365811	0	0	0	0	0.061	0.384	0	0.062	0.410
MAG	STMN4	4445997	4441264	9606.ENSP00000376048	9606.ENSP00000342538	0	0	0	0	0.373	0	0	0.097	0.410
MAL2	DCN	4451417	4432629	9606.ENSP00000479708	9606.ENSP00000052754	0	0	0	0	0	0	0	0.410	0.410
EXTL2	GIMAP7	4443462	4438998	9606.ENSP00000359132	9606.ENSP00000315474	0	0	0	0	0	0	0	0.410	0.410
